code,abund.correlation,species.trend,trend.at.highest.predictions,trend.at.best.nfj.data,filename,n.data,zeroes.missed.messy,run,nlabel,common,label
ANTHMID,NA,-0.0739463758060055,-0.0732999425868259,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ANTHMID-full-run-only-OhioLeps-V2.html,21229,3960,OhioLeps,(N = 21229),NA,ANTHMID: NA
ASTCLY,NA,-0.0860649462223202,-0.0847713373110253,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ASTCLY-full-run-only-OhioLeps-V2.html,24016,78,OhioLeps,(N = 24016),Tawny Emperor,ASTCLY: Tawny Emperor
ATACAM,NA,0.066822346206352,0.0677652435118166,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ATACAM-full-run-only-OhioLeps-V2.html,24016,1956,OhioLeps,(N = 24016),Sachem skipper,ATACAM: Sachem skipper
BATPHI,NA,0.0591704713030833,0.0600115889937314,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/BATPHI-full-run-only-OhioLeps-V2.html,24016,2284,OhioLeps,(N = 24016),Pipevine Swallowtail,BATPHI: Pipevine Swallowtail
BOLOBEL,NA,-0.0347289701528408,-0.0340730049608523,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/BOLOBEL-full-run-only-OhioLeps-V2.html,24016,619,OhioLeps,(N = 24016),Meadow Fritillary,BOLOBEL: Meadow Fritillary
CALYCEC,NA,0.0133323425834657,0.0139358001079384,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CALYCEC-full-run-only-OhioLeps-V2.html,21431,611,OhioLeps,(N = 21431),Red-banded Hairstreak,CALYCEC: Red-banded Hairstreak
CELLAD,NA,0.014148966181161,0.0146836046738801,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CELLAD-full-run-only-OhioLeps-V2.html,24016,4205,OhioLeps,(N = 24016),Spring Azure,CELLAD: Spring Azure
CERPEG,NA,-0.0483513284652161,-0.0477721511494025,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CERPEG-full-run-only-OhioLeps-V2.html,24016,694,OhioLeps,(N = 24016),Common Wood-Nymph,CERPEG: Common Wood-Nymph
CHLONYC,NA,0.0487059793935412,0.049591179106713,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CHLONYC-full-run-only-OhioLeps-V2.html,24016,340,OhioLeps,(N = 24016),Silvery Checkerspot,CHLONYC: Silvery Checkerspot
COLEU2,NA,-0.0475283806314806,-0.047441905025542,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/COLEU2-full-run-only-OhioLeps-V2.html,24016,19781,OhioLeps,(N = 24016),Orange Sulphur,COLEU2: Orange Sulphur
COLPHI,NA,-0.0190256354545142,-0.0187180143460353,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/COLPHI-full-run-only-OhioLeps-V2.html,24016,19807,OhioLeps,(N = 24016),Clouded Sulphur,COLPHI: Clouded Sulphur
CYLGEM,NA,0.192525025910013,0.193089139416881,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CYLGEM-full-run-only-OhioLeps-V2.html,8551,902,OhioLeps,(N = 8551),Gemmed Satyr,CYLGEM: Gemmed Satyr
DANPLE,NA,-0.0422928750811118,-0.041727282476117,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/DANPLE-full-run-only-OhioLeps-V2.html,24016,4,OhioLeps,(N = 24016),Monarch,DANPLE: Monarch
ENOANT,NA,0.0418164838420811,0.0425427905542461,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ENOANT-full-run-only-OhioLeps-V2.html,24016,832,OhioLeps,(N = 24016),Northern Pearly-eye,ENOANT: Northern Pearly-eye
EPACLA,NA,0.0100037371488095,0.0103948217743705,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EPACLA-full-run-only-OhioLeps-V2.html,24016,295,OhioLeps,(N = 24016),Silver-spotted Skipper,EPACLA: Silver-spotted Skipper
ERYBAP,NA,0.0733896160326603,0.0740488689635574,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYBAP-full-run-only-OhioLeps-V2.html,24016,1921,OhioLeps,(N = 24016),Wild Indigo Duskywing,ERYBAP: Wild Indigo Duskywing
ERYBRI,NA,-0.0641977393256578,-0.0633787847187914,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYBRI-full-run-only-OhioLeps-V2.html,24016,2111,OhioLeps,(N = 24016),Sleepy Duskywing,ERYBRI: Sleepy Duskywing
ERYHOR,NA,0.00720250813344462,0.00821444463945653,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYHOR-full-run-only-OhioLeps-V2.html,24016,1843,OhioLeps,(N = 24016),Horace's Duskywing,ERYHOR: Horace's Duskywing
ERYICE,NA,-0.117211327921898,-0.116383241851839,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYICE-full-run-only-OhioLeps-V2.html,24016,2086,OhioLeps,(N = 24016),Dreamy Duskywing,ERYICE: Dreamy Duskywing
ERYJUV,NA,-0.0434500150353949,-0.0425704792100179,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYJUV-full-run-only-OhioLeps-V2.html,24016,2034,OhioLeps,(N = 24016),Juvenal's Duskywing,ERYJUV: Juvenal's Duskywing
EUPHPHA,NA,-0.147041262112682,-0.146332206767589,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EUPHPHA-full-run-only-OhioLeps-V2.html,24016,297,OhioLeps,(N = 24016),Baltimore Checkerspot,EUPHPHA: Baltimore Checkerspot
EUPTCLA,NA,0.0724137692415933,0.0730779900880494,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EUPTCLA-full-run-only-OhioLeps-V2.html,24016,40,OhioLeps,(N = 24016),Variegated Fritillary,EUPTCLA: Variegated Fritillary
EUPYVES,NA,0.0225568253693319,0.0236662551935396,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EUPYVES-full-run-only-OhioLeps-V2.html,24016,1640,OhioLeps,(N = 24016),Dun Skipper,EUPYVES: Dun Skipper
EURLIS,NA,0.0338453645778908,0.0346470771061567,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EURLIS-full-run-only-OhioLeps-V2.html,24016,3645,OhioLeps,(N = 24016),Little Yellow,EURLIS: Little Yellow
EURNIC,NA,0.269085388375766,0.269781167804727,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EURNIC-full-run-only-OhioLeps-V2.html,18432,3706,OhioLeps,(N = 18432),Sleepy Orange,EURNIC: Sleepy Orange
EURYMAR,NA,0.0735570507309964,0.0743056822812433,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EURYMAR-full-run-only-OhioLeps-V2.html,24016,2423,OhioLeps,(N = 24016),Zebra Swallowtail,EURYMAR: Zebra Swallowtail
EVECOM,NA,0.0100437757103189,0.0106110576540308,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EVECOM-full-run-only-OhioLeps-V2.html,24016,4321,OhioLeps,(N = 24016),Eastern Tailed-Blue,EVECOM: Eastern Tailed-Blue
FENTAR,NA,0.0847611625135503,0.0852237420987869,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/FENTAR-full-run-only-OhioLeps-V2.html,24016,0,OhioLeps,(N = 24016),Harvester,FENTAR: Harvester
HERSOS,NA,0.108764140699614,0.109059418750532,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/HERSOS-full-run-only-OhioLeps-V2.html,10001,887,OhioLeps,(N = 10001),Carolina Satyr,HERSOS: Carolina Satyr
HESLEO,NA,-0.134678067072924,-0.134014610657125,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/HESLEO-full-run-only-OhioLeps-V2.html,24016,2243,OhioLeps,(N = 24016),Leonard's Skipper,HESLEO: Leonard's Skipper
LIBCAR,NA,0.00820159086269974,0.0089580462713994,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/LIBCAR-full-run-only-OhioLeps-V2.html,24016,0,OhioLeps,(N = 24016),American Snout,LIBCAR: American Snout
LIMARC,NA,-0.0143036710892145,-0.0132004167011281,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/LIMARC-full-run-only-OhioLeps-V2.html,24016,4,OhioLeps,(N = 24016),Viceroy,LIMARC: Viceroy
LYCAHYL,NA,-0.0794082425132016,-0.0790261692546608,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/LYCAHYL-full-run-only-OhioLeps-V2.html,24016,405,OhioLeps,(N = 24016),Bronze Copper,LYCAHYL: Bronze Copper
LYCAPHL,NA,-0.127224541938104,-0.126446202701045,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/LYCAPHL-full-run-only-OhioLeps-V2.html,24016,405,OhioLeps,(N = 24016),American Copper,LYCAPHL: American Copper
MEGICYM,NA,-0.020968295747056,-0.0201247099839341,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/MEGICYM-full-run-only-OhioLeps-V2.html,24016,618,OhioLeps,(N = 24016),Little Wood-Satyr,MEGICYM: Little Wood-Satyr
NASLHE,NA,-0.129228563371708,-0.128686611229963,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/NASLHE-full-run-only-OhioLeps-V2.html,24016,2157,OhioLeps,(N = 24016),Swarthy Skipper,NASLHE: Swarthy Skipper
NYMANT,NA,-0.0124594767460887,-0.0120551749289541,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/NYMANT-full-run-only-OhioLeps-V2.html,24016,166,OhioLeps,(N = 24016),Mourning Cloak,NYMANT: Mourning Cloak
PAPCRE,NA,0.0115850351603011,0.0117808781881088,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PAPCRE-full-run-only-OhioLeps-V2.html,5050,3882,OhioLeps,(N = 5050),Western/Giant Swallowtail,PAPCRE: Western/Giant Swallowtail
PAPGLA,NA,-0.00497843241010973,-0.00420524130071565,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PAPGLA-full-run-only-OhioLeps-V2.html,24016,2887,OhioLeps,(N = 24016),Eastern Tiger Swallowtail,PAPGLA: Eastern Tiger Swallowtail
PAPPOL,NA,-0.0243314581582329,-0.0236853570971008,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PAPPOL-full-run-only-OhioLeps-V2.html,24016,3017,OhioLeps,(N = 24016),Black Swallowtail,PAPPOL: Black Swallowtail
PAPTRO,NA,-0.00945368795861354,-0.00851855207391594,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PAPTRO-full-run-only-OhioLeps-V2.html,24016,2982,OhioLeps,(N = 24016),Spicebush Swallowtail,PAPTRO: Spicebush Swallowtail
PHOESEN,NA,0.0271881706769939,0.0275587816880627,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PHOESEN-full-run-only-OhioLeps-V2.html,8360,3564,OhioLeps,(N = 8360),Cloudless Sulphur,PHOESEN: Cloudless Sulphur
PHOLCAT,NA,-0.0319122636087404,-0.0310188498966113,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PHOLCAT-full-run-only-OhioLeps-V2.html,24016,407,OhioLeps,(N = 24016),Common Sootywing,PHOLCAT: Common Sootywing
PHYTHA,NA,0.00733138995501843,0.00776920007891491,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PHYTHA-full-run-only-OhioLeps-V2.html,24016,661,OhioLeps,(N = 24016),Pearl Crescent,PHYTHA: Pearl Crescent
PIERAP,NA,-0.0452209384731764,-0.0444030878594077,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PIERAP-full-run-only-OhioLeps-V2.html,24016,2441,OhioLeps,(N = 24016),Cabbage White,PIERAP: Cabbage White
POAHOB,NA,-0.0344661599688772,-0.0334450913717745,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POAHOB-full-run-only-OhioLeps-V2.html,24016,2040,OhioLeps,(N = 24016),Hobomok Skipper,POAHOB: Hobomok Skipper
POAVIA,NA,-0.0455114494272721,-0.0451039233197292,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POAVIA-full-run-only-OhioLeps-V2.html,24016,2085,OhioLeps,(N = 24016),Broad-winged Skipper,POAVIA: Broad-winged Skipper
POAZAB,NA,0.0443686722179205,0.0451882839367642,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POAZAB-full-run-only-OhioLeps-V2.html,24016,2044,OhioLeps,(N = 24016),Zabulon Skipper,POAZAB: Zabulon Skipper
POLIMYS,NA,-0.0462561825254037,-0.0452878134429257,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POLIMYS-full-run-only-OhioLeps-V2.html,24016,1992,OhioLeps,(N = 24016),Long Dash,POLIMYS: Long Dash
POLIORI,NA,0.00872704505671885,0.00962668074134831,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POLIORI-full-run-only-OhioLeps-V2.html,24016,2039,OhioLeps,(N = 24016),Crossline Skipper,POLIORI: Crossline Skipper
POLIPEC,NA,-0.0103027086686947,-0.0093984434219222,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POLIPEC-full-run-only-OhioLeps-V2.html,24016,1829,OhioLeps,(N = 24016),Peck's Skipper,POLIPEC: Peck's Skipper
POLITHE,NA,-0.0321783545764618,-0.0315140341984426,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POLITHE-full-run-only-OhioLeps-V2.html,24016,1804,OhioLeps,(N = 24016),Tawny-edged Skipper,POLITHE: Tawny-edged Skipper
POLYCOM,NA,0.00944569494096903,0.00989997318986746,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POLYCOM-full-run-only-OhioLeps-V2.html,24016,1826,OhioLeps,(N = 24016),Eastern Comma,POLYCOM: Eastern Comma
POLYINT,NA,-0.0174247800429537,-0.0170223655443862,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POLYINT-full-run-only-OhioLeps-V2.html,24016,1839,OhioLeps,(N = 24016),Question Mark,POLYINT: Question Mark
POMVER,NA,0.020734528995891,0.0215496461350577,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/POMVER-full-run-only-OhioLeps-V2.html,24016,1960,OhioLeps,(N = 24016),Little Glassywing,POMVER: Little Glassywing
PYRCOM,NA,0.0886835422931418,0.0891213939668885,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/PYRCOM-full-run-only-OhioLeps-V2.html,24016,1440,OhioLeps,(N = 24016),Common Checkered-Skipper,PYRCOM: Common Checkered-Skipper
SATACA,NA,-0.0283330770230722,-0.0275670885536172,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SATACA-full-run-only-OhioLeps-V2.html,21934,742,OhioLeps,(N = 21934),Acadian Hairstreak,SATACA: Acadian Hairstreak
SATCA1,NA,0.0333618927830249,0.0340320438006008,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SATCA1-full-run-only-OhioLeps-V2.html,24016,657,OhioLeps,(N = 24016),Banded Hairstreak,SATCA1: Banded Hairstreak
SATCA3,NA,-0.0226716052786543,-0.0222629654717821,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SATCA3-full-run-only-OhioLeps-V2.html,24016,833,OhioLeps,(N = 24016),Hickory Hairstreak,SATCA3: Hickory Hairstreak
SATLIP,NA,-0.02573368383519,-0.0249913488957367,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SATLIP-full-run-only-OhioLeps-V2.html,24016,771,OhioLeps,(N = 24016),Striped Hairstreak,SATLIP: Striped Hairstreak
SATTIT,NA,-0.0478461507931423,-0.0471998665880164,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SATTIT-full-run-only-OhioLeps-V2.html,24016,686,OhioLeps,(N = 24016),Coral Hairstreak,SATTIT: Coral Hairstreak
SATYAPP,NA,0.0152476328000873,0.016321576800312,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SATYAPP-full-run-only-OhioLeps-V2.html,24016,1025,OhioLeps,(N = 24016),Appalachian Brown,SATYAPP: Appalachian Brown
SATYEUR,NA,-0.0139162305872361,-0.0134340349556514,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SATYEUR-full-run-only-OhioLeps-V2.html,21934,1001,OhioLeps,(N = 21934),Eyed Brown,SATYEUR: Eyed Brown
SPEYAPH,NA,-0.132599642963224,-0.13167518565848,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SPEYAPH-full-run-only-OhioLeps-V2.html,24016,2200,OhioLeps,(N = 24016),Aphrodite Fritillary,SPEYAPH: Aphrodite Fritillary
SPEYCYB,NA,-0.0172488397871524,-0.0164312544749716,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/SPEYCYB-full-run-only-OhioLeps-V2.html,24016,1901,OhioLeps,(N = 24016),Great Spangled Fritillary,SPEYCYB: Great Spangled Fritillary
STRMEL,NA,0.0102458026903938,0.0109112527761641,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/STRMEL-full-run-only-OhioLeps-V2.html,24016,562,OhioLeps,(N = 24016),Gray Hairstreak,STRMEL: Gray Hairstreak
THOBAT,NA,-0.047507508034605,-0.0466576539213861,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/THOBAT-full-run-only-OhioLeps-V2.html,24016,510,OhioLeps,(N = 24016),Southern Cloudywing,THOBAT: Southern Cloudywing
THOPYL,NA,-0.0627075773589774,-0.0621450365602776,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/THOPYL-full-run-only-OhioLeps-V2.html,24016,499,OhioLeps,(N = 24016),Northern Cloudywing,THOPYL: Northern Cloudywing
THYLIN,NA,-0.163363702885239,-0.162421103029658,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/THYLIN-full-run-only-OhioLeps-V2.html,24016,1892,OhioLeps,(N = 24016),European Skipper,THYLIN: European Skipper
VANATA,NA,0.00230038910772198,0.00253889773342314,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/VANATA-full-run-only-OhioLeps-V2.html,24016,871,OhioLeps,(N = 24016),Red Admiral,VANATA: Red Admiral
VANCAR,NA,-0.0586244885862159,-0.0583305805559764,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/VANCAR-full-run-only-OhioLeps-V2.html,24016,927,OhioLeps,(N = 24016),Painted Lady,VANCAR: Painted Lady
WALEGE,NA,-0.0299234407033692,-0.0291858473338209,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/WALEGE-full-run-only-OhioLeps-V2.html,24016,1833,OhioLeps,(N = 24016),Northern Broken-Dash,WALEGE: Northern Broken-Dash
ACHLYC,0.9297,-0.0438540926536842,-0.0433464557858469,-0.044298519043989,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ACHLYC-full-run-only-NFJ-V2.html,7143,421,NFJ,(N = 7143),Hoary Edge,ACHLYC: Hoary Edge
ADEBRE,0.9494,-0.00748654203409831,-0.00663695076032855,-0.00798068258953799,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ADEBRE-full-run-only-NFJ-V2.html,1840,0,NFJ,(N = 1840),Bredow's Sister,ADEBRE: Bredow's Sister
AGRAVAN,0.9652,0.0314288875113862,0.0318878151067818,0.0317327134942096,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/AGRAVAN-full-run-only-NFJ-V2.html,5812,64,NFJ,(N = 5812),Gulf Fritillary,AGRAVAN: Gulf Fritillary
